"REGIAO","ANO","INDICADOR_329","INDICADOR_62","INDICADOR_199","INDICADOR_200","INDICADOR_333","INDICADOR_181","INDICADOR_182","INDICADOR_188","INDICADOR_189","INDICADOR_289","INDICADOR_290","INDICADOR_202","INDICADOR_184","INDICADOR_7","INDICADOR_201"
"Catolé do Rocha",2010,32.465132712351,68.6539715345777,NA,NA,89.4192012842913,7.3,NA,68.6539715345777,NA,40.7407407407407,NA,38.8888888888889,17.5737704918033,2185.73633082605,NA
"Catolé do Rocha",2011,NA,67.1734956802832,3.8,3.35,NA,4.9,NA,67.1734956802832,NA,61.2359550561798,13.7931034482759,35.8585858585859,17.1739130434783,2592.81448501687,0.613084
"Curimataú Ocidental",2000,43.2696634086904,NA,NA,NA,83.6429730149202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curimataú Ocidental",2007,NA,72.5189150627509,3,2.5,NA,12.3,14.3,72.5189150627509,85.7,69.811320754717,NA,34.7222222222222,19.6527777777778,1704.40199719722,NA
"Curimataú Ocidental",2008,NA,71.1996607945536,NA,NA,NA,10.6,9.8,71.1996607945536,83.55,62.0689655172414,NA,40.2777777777778,20.4304635761589,1745.49513795618,NA
"Curimataú Ocidental",2009,NA,72.3284523223608,3.5,2.8,NA,6.7,10.05,72.3284523223608,82.35,68.9265536723164,NA,38.4259259259259,19.4047619047619,2143.76238094039,0.683692
"Curimataú Ocidental",2010,32.0178044863338,68.2352878362484,NA,NA,92.1854170789663,6.9,10.6,68.2352878362484,69.5,66.304347826087,NA,38.4259259259259,19.0652173913043,2299.34700307594,NA
"Curimataú Ocidental",2011,NA,68.6518515915461,4.4,2.9,NA,7.2,10.65,68.6518515915461,76.95,72.2627737226277,20.9302325581395,35.1851851851852,19.5912408759124,2742.34324561404,0.601382
"Curimataú Oriental",2000,51.7367481508068,NA,NA,NA,81.7746949692939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curimataú Oriental",2007,NA,71.6921998789327,2.9,2.6,NA,12.9,18.5,71.6921998789327,77.5,48.1675392670157,NA,35.9649122807018,22.7021276595745,1513.5440145034,NA
"Curimataú Oriental",2008,NA,68.7300960856404,NA,NA,NA,9.4,17.8,68.7300960856404,78.5,47.1204188481675,NA,40.0584795321637,20.5392670157068,1700.50749543473,NA
"Curimataú Oriental",2009,NA,72.3349680657312,3.6,3.1,NA,7,NA,72.3349680657312,NA,50,NA,39.327485380117,20.3645833333333,1849.19166768051,0.81299
"Curimataú Oriental",2010,41.1791582320044,71.1287261204775,NA,NA,91.2146921596797,5.2,NA,71.1287261204775,NA,55.7692307692308,NA,38.2716049382716,21.0326086956522,2142.57881746456,NA
"Curimataú Oriental",2011,NA,70.7260350246572,3.6,3.1,NA,5.7,NA,70.7260350246572,NA,62.7659574468085,16.3265306122449,33.3333333333333,18.6436170212766,2589.63331563422,0.592008
"Esperança",2000,34.7741789488484,NA,NA,NA,86.5539124390864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Esperança",2007,NA,74.2405216912964,3.45,3.3,NA,5.65,NA,74.2405216912964,NA,73.2732038236201,NA,33.1327160493828,22.0557989153108,1729.07653050753,NA
"Esperança",2008,NA,74.7687100945133,NA,NA,NA,3.95,NA,74.7687100945133,NA,69.9748392507688,NA,37.1296296296296,21.0911628802465,1882.36820680381,NA
"Esperança",2009,NA,77.014459007902,4.2,3.6,NA,4.2,NA,77.014459007902,NA,66.8207282913165,NA,36.8603801169591,21.6943137254902,1865.41194096842,0.795188
"Esperança",2010,27.1530043796068,75.640186480462,NA,NA,92.2486451021901,3.55,NA,75.640186480462,NA,78.544776119403,NA,34.7222222222222,20.3463868774937,2061.69663426793,NA
"Esperança",2011,NA,73.6236145176745,4.6,3.6,NA,1.95,NA,73.6236145176745,NA,82.9797492767599,12.7112135176651,31.9444444444444,20.6278711484594,2337.4716110963,0.702715
"Guarabira",2000,43.1150790483469,NA,NA,NA,84.3668860638101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guarabira",2007,NA,70.1639038135333,3.05,2.85,NA,9.55,2.2,70.1639038135333,83.1,41.3803145020384,NA,35.679012345679,19.5501424501424,1624.87274134458,NA
"Guarabira",2008,NA,69.9725378707911,NA,NA,NA,9.45,10.5,69.9725378707911,89.4,34.7376140808344,NA,38.3838383838384,17.7201923076924,1803.67425250525,NA
"Guarabira",2009,NA,74.3448577509114,3.4,3,NA,7.9,29.3,74.3448577509114,69,37.72759350741,NA,38.0246913580247,16.7535460992908,2102.14499653419,0.654319
"Guarabira",2010,35.7343469450428,74.4321639305357,NA,NA,92.6946278006381,6.5,25.4,74.4321639305357,63.3,41.2096258394627,NA,35.8305274971942,17.6795946890287,2297.20571894232,NA
"Guarabira",2011,NA,74.1567910163279,3.6,2.9,NA,6.1,25.5,74.1567910163279,66.5,56.3782991202346,8.41591667509354,32.7287581699347,17.3414141414141,2608.55663193228,0.547196
"Itabaiana",2000,46.2854385878104,NA,NA,NA,83.9717003050276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itabaiana",2007,NA,68.9559291696452,2.8,2.3,NA,9.5,22.25,68.9559291696452,73.6,44,NA,37.1647509578544,18.6666666666667,1690.16846336495,NA
"Itabaiana",2008,NA,69.1537538060932,NA,NA,NA,12.3,22.4,69.1537538060932,70.2,34.5454545454545,NA,41.358024691358,17.4262295081967,2126.24407101334,NA
"Itabaiana",2009,NA,68.575214438272,3.1,2.7,NA,10,17.4,68.575214438272,76.5,41.2371134020619,NA,37.962962962963,17.4375,1964.52031801458,0.661317
"Itabaiana",2010,37.8936149655382,68.3884515775755,NA,NA,92.5225335544775,8.2,24,68.3884515775755,71.8,45.3846153846154,NA,35.8974358974359,16.6464646464646,2166.93686153826,NA
"Itabaiana",2011,NA,69.2864978115232,3.2,2.65,NA,7.2,12.3,69.2864978115232,82,46.7213114754098,39.1304347826087,33.3333333333333,16.3311258278146,2742.40514376997,0.549747
"Itaporanga",2000,42.6354154192642,NA,NA,NA,82.5496012843337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itaporanga",2007,NA,65.6669121584097,3,2.75,NA,11.3,19.6,65.6669121584097,76.55,41.40625,NA,39.7569444444444,15.4621848739496,2085.27908221624,NA
"Itaporanga",2008,NA,66.181071916263,NA,NA,NA,8.1,13.35,66.181071916263,76.05,42.3913043478261,NA,43.9655172413793,15.4040404040404,2323.5995660877,NA
"Itaporanga",2009,NA,69.9583937899718,3.4,3,NA,10.6,8.1,69.9583937899718,91.2,42.6470588235294,NA,42.7083333333333,16.2619047619048,2293.13375161636,0.699349
"Itaporanga",2010,34.9600992352115,68.5883822619023,NA,NA,89.2645610829698,8.4,19.1,68.5883822619023,80.9,40.4411764705882,NA,42.2222222222222,15.7058823529412,2745.96307998811,NA
"Itaporanga",2011,NA,71.0553246853859,3.7,2.8,NA,8.2,5,71.0553246853859,95,46.3414634146341,26.0869565217391,38.562091503268,15.3809523809524,2750.54941228458,0.5515615
"João Pessoa",2000,25.5398615059572,NA,NA,NA,81.8646806731644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"João Pessoa",2007,NA,69.8393385234236,3.25,2.95,NA,8.55,27.75,69.8393385234236,51.1,65.6120867768595,NA,29.9981419546637,24.508458161157,1477.67803725527,NA
"João Pessoa",2008,NA,73.325202398842,NA,NA,NA,8.7,57.7,73.325202398842,37.9,69.5521054765505,NA,31.159420289855,21.8209807042746,1896.14285488991,NA
"João Pessoa",2009,NA,73.7573031933001,3.7,3.15,NA,8.45,50.5,73.7573031933001,42.7,66.9089700996678,NA,28.5548941798941,20.4862301101591,2116.85862022119,0.879885
"João Pessoa",2010,19.0589251991452,76.8425346234002,NA,NA,91.9551601437749,6.25,40.4,76.8425346234002,55.6,63.3493027522688,NA,26.6825396825397,18.1977631083215,2613.33646311029,NA
"João Pessoa",2011,NA,74.0995994640164,4.05,3.3,NA,4.05,42.6,74.0995994640164,56.2,70.0140492155104,40.2419789453487,25.0648148148149,17.2703166196759,2941.17479674445,0.6751585
"Litoral Norte",2000,50.9779070847587,NA,NA,NA,82.044304837533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Litoral Norte",2007,NA,76.3887234334916,2.9,2.7,NA,9.7,14.6,76.3887234334916,82.05,68.9189189189189,NA,34.375,21.3378378378378,1486.66450141952,NA
"Litoral Norte",2008,NA,70.1436864476962,NA,NA,NA,10.8,6,70.1436864476962,94,70.5128205128205,NA,38.8888888888889,20.2136752136752,1675.73409433849,NA
"Litoral Norte",2009,NA,75.4135377129271,3.2,2.9,NA,9.1,16.1,75.4135377129271,80.75,70.8333333333333,NA,36.6666666666667,21.6973684210526,1942.64769670998,0.72001
"Litoral Norte",2010,35.4063466517779,74.2635139550863,NA,NA,92.9759162534674,8.5,25.7,74.2635139550863,63.8,72.0588235294118,NA,35.2657004830918,22.0789473684211,2185.4824330456,NA
"Litoral Norte",2011,NA,72.8008661481693,3.5,2.9,NA,6.6,28.2,72.8008661481693,65.6,79.6116504854369,4.60526315789474,31.8930041152263,21.1194029850746,2463.82099354198,0.567536
"Litoral Sul",2000,37.6139847103453,NA,NA,NA,80.4008492529371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Litoral Sul",2007,NA,62.7022016077656,2.9,2.5,NA,12.3,22.2,62.7022016077656,72.5,51.7148014440433,NA,32.6851851851852,23.9760304116544,1691.18249752383,NA
"Litoral Sul",2008,NA,66.0103726088116,NA,NA,NA,9.35,14.9,66.0103726088116,83.6,56.7715458276334,NA,35.0529100529101,22.3873915509527,1878.36494993296,NA
"Litoral Sul",2009,NA,67.7905847283305,3.15,2.9,NA,7.15,NA,67.7905847283305,NA,56.1411078238002,NA,34.306917211329,21.4075652726239,1929.78868239871,0.792765
"Litoral Sul",2010,28.4347563724654,67.3916641773877,NA,NA,92.1780101007515,6.65,NA,67.3916641773877,NA,58.8203463203463,NA,33.3912037037037,19.9592603434817,2158.63342845957,NA
"Litoral Sul",2011,NA,67.7134955896503,3.4,2.9,NA,4.55,0,67.7134955896503,94,68.9909345081759,21.3597883597884,30.0173611111111,20.1576576576577,2358.72459235009,0.6553655
"Patos",2000,36.3214586783528,NA,NA,NA,81.8575558505451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patos",2007,NA,57.850934918265,2.9,2.7,NA,7.4,9.2,57.850934918265,90.8,51.0204081632653,NA,37.037037037037,15.6969696969697,2303.33526752349,NA
"Patos",2008,NA,56.4900165067952,NA,NA,NA,6.8,7,56.4900165067952,88,50,NA,41.6666666666667,15.2708333333333,2498.87781827465,NA
"Patos",2009,NA,64.9398142235651,3.6,3.1,NA,5,NA,64.9398142235651,NA,46.6666666666667,NA,41.5032679738562,14,2613.45489225202,0.6578375
"Patos",2010,29.2221187509535,63.3148445382159,NA,NA,92.5773760182756,4,NA,63.3148445382159,NA,46.8085106382979,NA,40.7407407407407,14.6382978723404,2722.71457300811,NA
"Patos",2011,NA,63.9997107664021,3.9,3,NA,3.4,8.6,63.9997107664021,91.4,65.3061224489796,9.09090909090909,35.7638888888889,13.2049861495845,3258.07298192771,0.576167
"Piancó",2000,41.497209886517,NA,NA,NA,81.3120455240185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piancó",2007,NA,67.436996730945,3.05,2.9,NA,9.5,14.5,67.436996730945,82.5,51.1627906976744,NA,39.1534391534392,15.9,1875.45923121658,NA
"Piancó",2008,NA,65.8785650112594,NA,NA,NA,9.9,6,65.8785650112594,94,26.4227642276423,NA,42.1455938697318,14.9245283018868,2033.55995581523,NA
"Piancó",2009,NA,69.1196544249115,3.5,3,NA,9.6,17.3,69.1196544249115,81.25,28.5123966942149,NA,42.4603174603175,15.2765957446809,2005.96190533847,0.7038835
"Piancó",2010,34.6045508900828,73.4689077534188,NA,NA,91.5044371049329,8.5,30.1,73.4689077534188,69.9,41.3793103448276,NA,39.5061728395062,14.2317073170732,2493.48339960112,NA
"Piancó",2011,NA,69.8168088147059,3.3,3.1,NA,7.6,37.55,69.8168088147059,60.9,45.7446808510638,14.2259414225941,32.5396825396825,13.6136363636364,2679.4400625,0.520652
"Sapé",2000,47.6074190932981,NA,NA,NA,78.9749605294522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sapé",2007,NA,66.9082078266916,3,2.6,NA,11,15.9,66.9082078266916,80.05,58.1395348837209,NA,34.7222222222222,22.6162790697674,1464.6781354191,NA
"Sapé",2008,NA,61.0660649647627,NA,NA,NA,8.1,19,61.0660649647627,66.4,45.6140350877193,NA,36.8055555555556,21.1929824561403,1707.8414927563,NA
"Sapé",2009,NA,72.1993126360153,3.3,2.9,NA,6.7,NA,72.1993126360153,NA,53.5353535353535,NA,35.6481481481482,20.3392857142857,1953.63115413819,0.73511
"Sapé",2010,36.8267042231757,66.8969006553607,NA,NA,92.0543587535823,6.4,NA,66.8969006553607,NA,54.9689440993789,NA,34.7222222222222,19.1607142857143,2031.60213106027,NA
"Sapé",2011,NA,70.3951935821299,3.6,2.85,NA,7.1,NA,70.3951935821299,NA,71.978021978022,8.33333333333334,31.8518518518518,18.4270833333333,2446.92162537764,0.596116
"Seridó Ocidental Paraibano",2000,30.7941646723958,NA,NA,NA,87.6065557340592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seridó Ocidental Paraibano",2007,NA,67.3430876123052,3.25,2.8,NA,5.35,11.6,67.3430876123052,76.5,61.3191489361702,NA,33.3333333333333,16.8141025641025,2260.99507325209,NA
"Seridó Ocidental Paraibano",2008,NA,64.9085535877595,NA,NA,NA,4.45,8.75,64.9085535877595,85.15,55.1537070524412,NA,38.0555555555556,14.2428571428572,2451.2369244396,NA
"Seridó Ocidental Paraibano",2009,NA,76.9500012211526,3.9,3.25,NA,3.15,6.2,76.9500012211526,84.8,55.1560121765602,NA,37.3575498575499,15.3513476347634,2389.30404961732,0.6763585
"Seridó Ocidental Paraibano",2010,24.2260723005118,71.3039719282937,NA,NA,92.8426536175795,4.7,7.45,71.3039719282937,89.2,65.2711323763955,NA,36.2179487179487,14.8033216783216,2634.62603897217,NA
"Seridó Ocidental Paraibano",2011,NA,75.5619956493094,4.3,3.1,NA,3.8,11,75.5619956493094,75.15,78.7660256410256,17.3380398671097,34.7222222222222,14.7170542635659,2834.21023282843,0.5652375
"Seridó Oriental Paraibano",2000,35.7076216073566,NA,NA,NA,81.8089810951873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seridó Oriental Paraibano",2007,NA,65.8401002264526,3.4,2.6,NA,13.5,28,65.8401002264526,72,52.2875816993464,NA,36.1111111111111,19,1715.59332495825,NA
"Seridó Oriental Paraibano",2008,NA,66.1085185743343,NA,NA,NA,7.4,20,66.1085185743343,72.5,63.4146341463415,NA,39.4444444444444,19.6296296296296,1995.78564555198,NA
"Seridó Oriental Paraibano",2009,NA,69.2661820253984,3.6,3.2,NA,5.4,16.4,69.2661820253984,73.05,62.962962962963,NA,38.2716049382716,18.7037037037037,1972.37635442791,0.77461
"Seridó Oriental Paraibano",2010,28.5351774650042,69.625873370519,NA,NA,93.0892603908739,6.5,2.55,69.625873370519,81.45,66.6666666666667,NA,38.8888888888889,18.3370786516854,2034.97519680004,NA
"Seridó Oriental Paraibano",2011,NA,64.9522639232869,4.1,3.2,NA,6.3,16.4,64.9522639232869,71.35,72,9.52380952380952,37.7777777777778,18.7485380116959,2622.04558005753,0.640577
"Serra do Teixeira",2000,41.3736713065393,NA,NA,NA,83.3716506458622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serra do Teixeira",2007,NA,68.3962217323693,3,2.8,NA,7.7,6.6,68.3962217323693,91.05,58.1632653061224,NA,37.8968253968254,19.8235294117647,1630.70023902515,NA
"Serra do Teixeira",2008,NA,64.2060567768101,NA,NA,NA,7,13.1,64.2060567768101,85.8,62.7450980392157,NA,41.7562724014337,19.4509803921569,1827.28024731759,NA
"Serra do Teixeira",2009,NA,70.5958212694819,3.45,3.1,NA,5.1,13.9,70.5958212694819,82.6,57.2413793103448,NA,41.4141414141414,20.0354609929078,1957.08634166233,0.7559785
"Serra do Teixeira",2010,31.1234521967881,67.7549213605997,NA,NA,90.4967165559051,5.4,18.8,67.7549213605997,70.8,62.7450980392157,NA,41.4529914529915,19.7251908396947,2272.30502434143,NA
"Serra do Teixeira",2011,NA,68.5846461715898,3.9,3.2,NA,4.1,10.4,68.5846461715898,85.4,59.3406593406593,15,37.6543209876543,19.1621621621622,2391.86544642857,0.6011445
"Sousa",2000,39.2601255407806,NA,NA,NA,81.0847933396979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sousa",2007,NA,63.3382082223776,3.5,3.15,NA,6.6,34,63.3382082223776,62.5,36.734693877551,NA,35.7142857142857,18.1285714285714,1995.5419050878,NA
"Sousa",2008,NA,61.2433973644258,NA,NA,NA,7.1,35.8,61.2433973644258,58.6,34.1463414634146,NA,38.8888888888889,17.0935251798561,2237.47274683207,NA
"Sousa",2009,NA,67.4357878866391,3.5,3.1,NA,5.7,29.2,67.4357878866391,56.3,40.4761904761905,NA,38.8888888888889,17.45,2322.21870049288,0.687195
"Sousa",2010,33.112463436388,70.6816556087624,NA,NA,90.3537021263374,4.7,8.1,70.6816556087624,88.9,52.1739130434783,NA,38.6111111111111,17.0298507462687,2606.29282951866,NA
"Sousa",2011,NA,65.6783676713151,4,3.55,NA,4,10.6,65.6783676713151,89.4,53.1645569620253,19.6969696969697,34.8484848484848,16.6617647058824,2877.98214377407,0.565975
"Umbuzeiro",2000,52.3473030155369,NA,NA,NA,86.8115501256193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Umbuzeiro",2007,NA,70.2852191476354,3.2,2.8,NA,7.1,31.7,70.2852191476354,65.9,50.4166666666667,NA,41.5555555555556,19.4503311258278,1311.14001847457,NA
"Umbuzeiro",2008,NA,66.75209142659,NA,NA,NA,8.7,17.1,66.75209142659,82.9,39.7435897435897,NA,45.0396825396825,17.8798283261803,1584.87010571689,NA
"Umbuzeiro",2009,NA,70.9198790419125,3.4,2.9,NA,7.1,23.4,70.9198790419125,67.5,53.781512605042,NA,44.8275862068965,18.7899159663866,1828.69563567171,0.769149
"Umbuzeiro",2010,38.5812062472137,70.5805286355087,NA,NA,94.3962547987162,4.9,14.9,70.5805286355087,84.8,62.589928057554,NA,43.719806763285,17.5539568345324,2089.70224797263,NA
"Umbuzeiro",2011,NA,71.712893020523,3.7,3.3,NA,5.8,11.8,71.712893020523,88.2,64.7058823529412,19.7530864197531,43.3048433048433,17.7753623188406,2301.71800999348,0.634517
"Agreste Paraibano",2000,44.3803177129363,NA,NA,NA,84.2924325136593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agreste Paraibano",2007,NA,71.7918416937221,3,2.7,NA,9.35,15.2,71.7918416937221,79.25,52.6990291262136,NA,35.8922558922559,19.800466954023,1637.32233995963,NA
"Agreste Paraibano",2008,NA,69.58638660546,NA,NA,NA,8.75,15.4,69.58638660546,81.45,50.4090064036356,NA,40.1912901912902,19.2231397459165,1797.32182432309,NA
"Agreste Paraibano",2009,NA,73.0165851320789,3.4,2.9,NA,7.25,17.4,73.0165851320789,76.5,52.6904761904762,NA,39.1081871345029,18.7732188527585,2004.42795715144,0.71427
"Agreste Paraibano",2010,35.1250063763131,72.6115223921383,NA,NA,92.4586281317005,6.55,15.05,72.6115223921383,77.7,55.0274725274726,NA,38.233024691358,18.6979591836735,2211.0434022733,NA
"Agreste Paraibano",2011,NA,71.9647685578714,3.7,3,NA,5.8,12,71.9647685578714,79.55,62.9619260918253,18.9649781113196,35.2826510721248,18.0982704402516,2505.30592149085,0.601382
"Borborema",2000,33.157380027191,NA,NA,NA,85.4230681285403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Borborema",2007,NA,65.564830412054,3.4,2.8,NA,7.1,13.95,65.564830412054,76.5,61.7692307692307,NA,36.574074074074,18.2480654761905,2040.52877281767,NA
"Borborema",2008,NA,62.8705389099226,NA,NA,NA,5,12.05,62.8705389099226,77.85,57.8167115902964,NA,39.6521521521522,15.9782608695652,2320.77220596997,NA
"Borborema",2009,NA,67.8073303457917,3.6,3.2,NA,4.8,8.45,67.8073303457917,84.8,62.7314814814815,NA,37.962962962963,16.118729866544,2353.37267240272,0.7280785
"Borborema",2010,25.8537610036932,67.6198903181351,NA,NA,92.9840061726343,4.65,6.65,67.6198903181351,85.8,64.9122807017544,NA,37.689393939394,15.8736345580934,2575.89439972253,NA
"Borborema",2011,NA,64.6030949641546,4.1,3.4,NA,4.85,10.7,64.6030949641546,78.55,71.2941176470588,16.5992501973165,35.6095679012346,15.0744206773619,2922.96081182022,0.6156565
"Mata Paraibana",2000,43.8674022334338,NA,NA,NA,80.5873929504082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mata Paraibana",2007,NA,68.1035453641147,2.95,2.75,NA,10.3,17.4,68.1035453641147,76.6,62.5712347354139,NA,33.531746031746,22.6562408007065,1489.13689663779,NA
"Mata Paraibana",2008,NA,68.1429093161574,NA,NA,NA,9.2,16.95,68.1429093161574,75,64.5137451965711,NA,35.6040564373898,21.6395348837209,1736.07430394657,NA
"Mata Paraibana",2009,NA,73.7573031933001,3.3,2.9,NA,8.15,29,73.7573031933001,64.7,63.6367709295433,NA,34.8379629629629,20.5843589549985,1971.03630783573,0.7347855
